Alive, 12491500
Alive, 12499500
Alive, 12511000
Alive, 12522750
Alive, 12534500
Alive, 12542250
Alive, 12554000
Alive, 12565750
Alive, 12577750
Alive, 12590250
Alive, 12608750
Alive, 12616500
Alive, 12624250
Alive, 12636000
Alive, 12644000
Alive, 12651750
Alive, 12659500
Alive, 12671250
Alive, 12683000
Alive, 12690750
Alive, 12698500
Alive, 12710250
Alive, 12722000
Alive, 12729750
Alive, 12741500
Alive, 12749250
Alive, 12757250
Alive, 12765000
Alive, 12773000
Alive, 12784500
Alive, 12792500
Alive, 12804000
Alive, 12812000
Alive, 12819750
Alive, 12827500
Alive, 12835250
Alive, 12847250
Alive, 12858750
Alive, 12870500
Alive, 12878250
Alive, 12890000
Alive, 12897750
Alive, 12905500
Alive, 12919000
Alive, 12929000
Alive, 12936750
Alive, 12944750
Alive, 12952500
Alive, 12960250
Alive, 12972000
Alive, 12979750
Alive, 12991500
Alive, 13003250
Alive, 13015000
Alive, 13022750
Alive, 13030500
Alive, 13038500
Alive, 13046250
Alive, 13054000
Alive, 13062000
Alive, 13073500
Alive, 13081500
Alive, 13089250
Alive, 13097000
Alive, 13104750
Alive, 13116500
Alive, 13128250
Alive, 13136250
Alive, 13144000
Alive, 13151750
Alive, 13159500
Alive, 13167500
Alive, 13179000
Alive, 13190750
Alive, 13198750
Alive, 13210250
Alive, 13218000
Alive, 13226000
Alive, 13233750
Alive, 13241500
Alive, 13249500
Alive, 13257250
Alive, 13265000
Alive, 13272750
Alive, 13280500
Alive, 13288500
Alive, 13296250
Alive, 13304000
Alive, 13315750
Alive, 13323500
Alive, 13335250
Alive, 13347000
Alive, 13354750
Alive, 13362750
Alive, 13370500
Alive, 13382250
Alive, 13390000
Alive, 13397750
Alive, 13405500
Alive, 13413500
Alive, 13421250
Alive, 13429000
Alive, 13437000
Alive, 13444750
Alive, 13452500
Alive, 13460250
Alive, 13468250
Alive, 13476000
Alive, 13483750
Alive, 13491500
Alive, 13503250
Alive, 13511250
Alive, 13519000
Alive, 13526750
Alive, 13534500
Alive, 13542250
Alive, 13554000
Alive, 13565750
Alive, 13577500
Alive, 13585250
Alive, 13597000
Alive, 13604750
Alive, 13616500
Alive, 13628250
Alive, 13636000
Alive, 13647750
Alive, 13659500
Alive, 13671250
Alive, 13679000
Alive, 13687000
Alive, 13698500
Alive, 13710250
Alive, 13722000
Alive, 13733750
Alive, 13741500
Alive, 13753250
Alive, 13765000
Alive, 13772750
Alive, 13780750
Alive, 13788500
Alive, 13796250
Alive, 13804000
